institution,name,rank,area,degree,degree_year,school,start,annotation,listing
Radford University,"Beach, Steven L.",Asst,,PHD,99,Wash St,,,
Radford University,"Slaydon, James L.",Asst,,PHD,1,Tx Tech,,,
Ramapo Col of New Jersey,"Champlin, Frederic",Dean,Mgt,PHD,82,Minnesota,,,
Ramapo Col of New Jersey,"Haye, Eric M.",C-Ac,AP,PHD,90,SUNY-Bin,,,
Ramapo Col of New Jersey,"Sabrin, Murray",Prof,HRXY,PHD,81,Rutgers,,,
Ramapo Col of New Jersey,"Hecht, Jason",Asst,RZO,PHD,94,New Sch,,,
Regent University,"Mulford, John E.",Dean,Econ,PHD,78,Cornell,,,
Regent University,"Redmer, Timothy A. O.",Prof,CFX,PHD,88,Va Comm,,,
Rensselaer Poly Institute,"Baron, Robert A.",Dean,Mgt,PHD,68,Iowa,,,1996-1997
Rensselaer Poly Institute,"Paulson, Albert S.",Prof,,PHD,67,Va Tech,,,1996-1997
Rensselaer Poly Institute,"Goldenberg, David H.",Assoc,LCOE,PHD,81,Florida,,,1996-1997
Rensselaer Poly Institute,"Bessler, Wolfgang",Asst,,PHD,89,Hamburg,,,1996-1997
University of Rhode Island,"Mazze, Edward M.",Dean,Mktg,PHD,66,Penn St,,,
University of Rhode Island,"Dash, Gordon H. Jr.",Prof,LMPV,DBA,78,Colorado,,,
University of Rhode Island,"Lee, Yul W.",Assoc,DEUV,PHD,86,Tx-Austin,,,
University of Rhode Island,"Oppenheimer, Henry R.",Assoc,ADG,PHD,79,Purdue,,,
University of Rhode Island,"Faught, Jacqueline",Asst,,PHD,98,Geo St,,,
University of Rhode Island,"Lin, Bing-Xuan",Asst,,PHD,1,Geo St,,,
University of Rhode Island,"Sabherwal, Sanjiv",Asst,,PHD,0,Georgia,,,
University of Rhode Island,"Wang, Mulong",Asst,,PHD,1,Tx-Austin,,,
Rhodes College,"Orvis, Charles C.",H-Ac,Econ,PHD,75,Minnesota,,,
Rhodes College,"Pittman, Deborah N.",Asst,AFJO,PHD,91,Memphis,,,
Rice University,"Whitaker, Gilbert R. Jr.",Dean,Econ,PHD,61,Wisconsin,,H. Joe Nelson III Professor of Business Economics,2000-2001
Rice University,"Kanatas, George",Prof,P,PHD,78,J Hopkins,,Jesse H. Jones Professor of Management,2000-2001
Rice University,"Fleming, Jeff",Assoc,FL,PHD,93,Duke,,,2000-2001
Rice University,"Ikenberry, David L.",Assoc,M,PHD,90,Illinois,,,2000-2001
Rice University,"Grullon, Gustavo",Asst,AD,PHD,98,Cornell,,,2000-2001
Rice University,"Ostdiek, Barbara",Asst,LVN,PHD,94,Duke,,,2000-2001
Rice University,"Weston, James P.",Asst,TU,PHD,0,Virginia,,,2000-2001
University of Richmond,"Newman, Karen L.",Dean,Mgt,PHD,78,Chicago,,,2000-2001
University of Richmond,"Lancaster, M. Carol",C-Ac,CEX#,PHD,90,La Tech,,,2000-2001
University of Richmond,"Stevens, Jerry L.",Prof,JOUV,PHD,81,Illinois,,,2000-2001
University of Richmond,"Earl, John H. Jr.",Assoc,MPS#,PHD,84,Ariz St,,,2000-2001
University of Richmond,"Charlton, William T.",Asst,KMOT,PHD,94,Tx-Austin,,,2000-2001
University of Richmond,"Conover, C. Mitchell",Asst,VW,PHD,95,Fla St,,,2000-2001
University of Richmond,"North, David S.",Asst,G,PHD,0,Mich St,,,2000-2001
Rider University,"Sandberg, Mark E.",Dean,Mgt,PHD,71,Cornell,,,
Rider University,"Randall, Maury R.",C-Pr,CXM,PHD,75,NYU,,,
Rider University,"Liu, Feng-Ying",Prof,ACG,PHD,89,Drexel,,,
Rider University,"Meric, Ilhan",Prof,ADFV,PHD,72,Lehigh,,,
Rider University,"Carroll, Anne M.",Assoc,#,PHD,91,Penn,,,
Rider University,"Loh, Charmen",Assoc,GV,PHD,88,Arkansas,,,
Rider University,"Ratner, Mitchell",Assoc,MNTV,PHD,90,Drexel,,,
Rider University,"Suk, David Y.",Assoc,ACGW,PHD,88,Ohio St,,,
Rider University,"Zantout, Zaher Z.",Assoc,AH,PHD,90,Drexel,,,
University of Rio Grande,"Freitas, David",Dean,,PHD,,,,,1998-1999
University of Rio Grande,"Ickinger, William",C-Ac,Mgt,PHD,82,Yale,,,1998-1999
University of Rio Grande,"Kilby, C. Robert",Prof,,PHD,93,Cincinnati,,,1998-1999
Roanoke College,"Lynch, Larry A.",C-Pr,B,PHD,87,Va Tech,,,
Robert Morris University,"Stolz, Richard W.",Dean,,PHD,75,Mich St,,,
Robert Morris University,"Flanegin, Frank",H-As$,UV,PHD,93,Cen Fla,,,
Robert Morris University,"Alford, V. Ray",Prof,,PHD,72,Rensselaer,,,
Robert Morris University,"Beaves, Robert G.",Prof,C,PHD,78,Iowa,,,
Robert Morris University,"Dennick-Ream, Zane A.",Asst,,MBA,,Iowa,,,
Robert Morris University,"Letterman, Denise C.",Asst,,MBA,,Shippensb,,,
University of Rochester,"Plosser, Charles I.",Dean$,Econ,PHD,76,Chicago,,John M. Ollin Distinguished Professor of Economics & Public Policy,
University of Rochester,"Barclay, Michael J.",Prof,DST,PHD,86,Stanford,,Alumni Distinguished Professor of Finance,
University of Rochester,"Jarrell, Gregg A.",Prof,,PHD,78,Chicago,,,
University of Rochester,"Long, John B. Jr.",Prof,CJLM,PHD,71,Car Mellon,,,
University of Rochester,"Schwert, G. William",Prof,,PHD,75,Chicago,,Distinguished University Professor of Finance & Statistics,
University of Rochester,"Shanken, Jay",Prof,EMNO,PHD,83,Car Mellon,,Frontier Corporation Professor of Business Administration,
University of Rochester,"Smith, Clifford W. Jr.",Prof,DLQ#,PHD,75,N Carol,,Louise and Henry Epstein Professor of Business Administration,
University of Rochester,"Warner, Jerold B.",Prof,,PHD,76,Chicago,,Fred H. Gowen Professor of Business Administration,
University of Rochester,"Watts, Ross L.",Prof,,PHD,71,Chicago,,William H. Meckling Professor of Business Administration,
University of Rochester,"Hentschel, Ludger",Assoc,WVJK,PHD,94,Princeton,,,
University of Rochester,"Albuquerque, Rui",Asst,,PHD,99,Rochester,,,
University of Rochester,"Bauer, Gregory",Asst,VWJ,PHD,98,Penn,,,
University of Rochester,"Erwan, Morellec",Asst,,PHD,98,HEC,,,
University of Rochester,"Jones, Christopher",Asst,KLNO,PHD,0,Penn,,,
Rochester Inst of Technology,"Hopkins, Thomas D.",Dean,Econ,PHD,71,Duke,,,
Rochester Inst of Technology,"Gold, Steven C.",C-Pr,O,PHD,79,SUNY-Bin,,,
Rochester Inst of Technology,"Robin, Ashok J.",Prof,J,PHD,87,SUNY-Buf,,,
Rochester Inst of Technology,"Lessard, Jeffrey P.",Assoc,G,PHD,83,Arkansas,,,
Rochester Inst of Technology,"Hoi, Stan",Asst,A,PHD,97,Ariz St,,,
Rockhurst University,"Daley, James M.",Dean,Mktg,PHD,77,Arkansas,,,
Rockhurst University,"Lyon, Thomas L.",Prof,,PHD,70,Missouri,,,
Rockhurst University,"Fitzpatrick, Brian",Asst,,PHD,90,St Louis,,,
Rockhurst University,"Satyanarayan, Sudhakar",Asst,,PHD,92,N Illinois,,,
Roger Williams University,"Camera, Joan E.",Dean,,,,,,,
Roger Williams University,"Iannucelli, Anthony V.",Prof,,MS,70,Rhode Isl,,,
Roger Williams University,"Goldberg, Gerson M.",Asst,,PHD,94,Conn,,,
Rollins College,"McAllaster, Craig M.",Dean,Ed,EDD,87,Columbia,,,
Rollins College,"Deaves, Richard W.",Prof,KLR,PHD,87,Toronto,,,
Rollins College,"Moses, Edward A.",Prof,DFJM,PHD,70,Georgia,,,
Rollins College,"Veit, E. Theodore",Prof,DIMO,PHD,77,Arkansas,,,
Roosevelt University,"Head, Thomas C.",Dean$,Mgt,PHD,89,Tx A&M,,,
Roosevelt University,"Krabbenhoft, Alan",D-Ac$,UVIN,PHD,94,Wayne St,,,
Roosevelt University,"Matasar, Ann B.",Prof,PV,PHD,68,Columbia,,,
Roosevelt University,"Tippins, Steven",Prof,#,PHD,83,Fla St,,,
Roosevelt University,"Swanton, Donald W.",Assoc,ALY,PHD,74,Nrthwstrn,,,
Roosevelt University,"Hasan, Tanweer",Asst,DJL,PHD,91,Baylor,,,
Rowan University,"Schoen, Ted",Dean,,JD,68,Geotown,,,
Rowan University,"Welsh, Carol N.",C-As,Atg,MBA,,Drexel,,,
Rowan University,"Meric, Gulser",Prof,DFPV,PHD,73,Lehigh,,,
Rowan University,"Pritchard, Robert E.",Prof,ECE,DED,72,Penn,,,
Rowan University,"Isik, Ihsan",Asst,PVQ,PHD,0,N Orleans,,,
Rowan University,"Wang, Se-Shih",Asst,JKLN,PHD,1,Drexel,,,
Russell Sage College,"Brandt, Frederick A.",D-Ac,Mgt,PHD,76,Ariz St,,,
Russell Sage College,"Sabi, Manijeh",Assoc,MRTV,PHD,87,Northeas,,,
Rutgers University-Camden,"Leontiades, Milton",Dean,Mgt,PHD,66,American,,,
Rutgers University-Camden,"Yaari, Uzi",H-Pr,DEGO,PHD,72,Chicago,,,
Rutgers University-Camden,"Theodossiou, Panayiotis T.",Prof,BGV,PHD,87,CUNY,,,
Rutgers University-Camden,"Pilotte, Eugene A.",Assoc,GDE,PHD,86,Indiana,,,
Rutgers University-Camden,"Broussard, John",Asst,GDE,PHD,95,LSU,,,
Rutgers University-Camden,"Ioannides, Michalis",Asst,GDE,PHD,0,Reading,,,
Rutgers University-Newark,"Tuckman, Howard P.",Dean,Econ,PHD,70,Wisconsin,,,
Rutgers University-Newark,"Brick, Ivan E.",C-Pr,BCDU,PHD,79,Columbia,,,
Rutgers University-Newark,"Bicksler, James L.",Prof,,PHD,67,NYU,,,
Rutgers University-Newark,"Crew, Michael A.",Prof,,PHD,72,Bradford,,,
Rutgers University-Newark,"Fisher, Lawrence",Prof,,PHD,56,Chicago,,First Fidelity Bank Reseach Professor,
Rutgers University-Newark,"Hassan, Mahmud",Prof,,PHD,,,,,
Rutgers University-Newark,"Lee, Cheng-few",Prof,,PHD,73,SUNY-Buf,,,
Rutgers University-Newark,"Mellon, W. Giles",Prof,,PHD,62,Princeton,,,
Rutgers University-Newark,"Nadler, Paul S.",Prof,,PHD,58,NYU,,,
Rutgers University-Newark,"Castelino, Mark",Assoc,,PHD,,,,,
Rutgers University-Newark,"Gifford, Sharon",Assoc,,PHD,,,,,
Rutgers University-Newark,"Harstad, Ronald",Assoc,,PHD,,,,,
Rutgers University-Newark,"Kim, Dongcheol",Assoc,,PHD,89,Michigan,,,
Rutgers University-Newark,"Landgana, Farrokh",Assoc,,PHD,,,,,
Rutgers University-Newark,"Long, Michael S.",Assoc,,PHD,73,Purdue,,,
Rutgers University-Newark,"Palia, Darius N.",Assoc,AP,PHD,91,NYU,,,
Rutgers University-Newark,"Palmon, Oded",Assoc,,PHD,81,Chicago,,,
Rutgers University-Newark,"Patrick, Robert",Assoc,,PHD,,,,,
Rutgers University-Newark,"Ravid, S. Abraham",Assoc,,PHD,79,Cornell,,,
Rutgers University-Newark,"Spiegel, Menahem",Assoc,,,,,,,
Rutgers University-Newark,"Venezian, Emilio",Assoc,,PHD,62,Cal Tech,,,
Rutgers University-Newark,"Wu, Yangru",Assoc,,PHD,,,,,
Rutgers University-Newark,"Chen, Ren-Raw",Asst,KLO,PHD,90,Illinois,,,
Rutgers University-Newark,"Cho, Young-Hye",Asst,,PHD,,,,,
Rutgers University-Newark,"Luo, Rosemary",Asst,,PHD,95,W Ontario,,,
Rutgers University-Newark,"Patro, Dilip",Asst,,PHD,,,,,
Rutgers University-Newark,"Ronen, Tavy",Asst,,PHD,94,NYU,,,
Rutgers University-Newark,"Sopranzetti, Ben",Asst,BIP,PHD,95,Illinois,,,
Rutgers University-Newark,"Wald, John K.",Asst,,PHD,96,Berkeley,,,
Sacred Heart University,"Orlowski, Lucjan T.",C-Pr,QRV,PHD,79,Poland,,,
Sacred Heart University,"Corrigan, Thomas D.",Assoc,RSU,PHD,69,Maryland,,,
Sacred Heart University,"Gerlach, John",Assoc,GQ,MBA,61,Penn,,,
Sacred Heart University,"Lim, Ralph",Assoc,CIM,MBA,,Penn,,,
Sacred Heart University,"Lyons, Bridgett",Asst,EF,DPS,99,Pace,,,
Sacred Heart University,"Wang, C. J.",Asst,CET,PHD,86,Rhode Isl,,,
Saginaw Valley State Univ,"Uselding, Paul J.",Dean,Econ,PHD,70,Nrthwstrn,,,
Saginaw Valley State Univ,"Mackie, Wayne E.",C-Pr,,PHD,86,Mich St,,,
Saginaw Valley State Univ,"Wetmore, Jill L. T.",Prof,,PHD,88,Mich St,,,
Saginaw Valley State Univ,"Jurn, Iksu",Assoc,,PHD,85,Nebraska,,,
St. Ambrose University,"Lee, Christopher",C-Pr,Econ,PHD,90,GeoMason,,,
St. Ambrose University,"Bereskin, C. Gregory",Prof,FR,PHD,80,Missouri,,,
St. Ambrose University,"Brown, Linda K.",Prof,AZCD,DBA,95,Nova SE,,,
St. Ambrose University,"Chohan, Ray V.",Prof,UZLM,PHD,75,Port St,,,
St. Ambrose University,"Moreau, Arthur F.",Prof,JKLM,PHD,86,Iowa,,,
St. Ambrose University,"Byrne, John",Assoc,XPQF,PHD,98,Iowa,,,
St. Ambrose University,"Shovlain, Ray",Asst,AZ,MBA,80,St Ambro,,,
Saint Bonaventure Univ,"Fischer, Michael J.",Dean,Atg,PHD,93,Penn St,,,
Saint Bonaventure Univ,"Peterson, Jeffrey H.",C-Ac,LM,PHD,91,Alabama,,,
Saint Bonaventure Univ,"Florence, Robert",Asst,,PHD,97,Purdue,,,
Saint Bonaventure Univ,"Horan, Stephen",Asst,ALMN,PHD,96,SUNY-Buf,,,
